-5.69 -5.69 -5.88 -5.62 -0.31 4.25 3.88 3.12 2.12 1.69 1.44 1.12 0.94 0.81 0.69 0.62 0.88 1.19 1.25 1.06 0.88 0.75
-5.88 -5.75 -5.88 -5.81 -0.38 4.50 4.12 3.31 2.19 1.62 1.38 1.12 0.94 0.81 0.69 0.50 0.56 1.00 1.31 1.12 0.75 0.62
-5.88 -5.81 -5.88 -5.81 -0.44 4.56 4.31 3.75 2.69 1.69 1.19 1.06 1.00 0.94 0.75 0.56 0.50 0.94 1.44 1.19 0.81 0.81
-5.88 -5.75 -5.75 -5.81 -0.56 4.38 4.25 3.88 2.75 1.62 1.19 1.25 1.19 1.12 1.06 0.88 0.62 0.81 1.38 1.31 1.06 1.00
-5.75 -5.69 -5.69 -5.88 -1.25 3.25 3.62 3.69 2.69 1.81 1.25 1.31 1.38 1.25 1.19 1.00 0.69 0.62 1.31 1.56 1.12 0.88
-5.69 -5.62 -5.62 -6.19 -0.94 3.19 2.50 3.12 2.44 1.75 1.31 1.50 1.62 1.38 1.19 1.00 0.69 0.50 1.25 1.62 1.25 1.12
-5.81 -5.69 -5.69 -5.75 -5.94 -0.94 3.31 2.69 2.75 2.50 2.25 1.75 1.56 1.50 1.25 0.94 0.62 0.62 1.06 1.25 1.12 1.06
-5.88 -5.81 -5.69 -6.25 -1.56 3.62 3.44 3.12 2.88 2.81 2.44 1.81 1.50 1.38 1.19 1.00 0.69 0.50 0.81 1.19 1.06 0.75
-6.00 -5.94 -5.81 -6.38 -1.75 3.00 2.81 3.00 2.94 3.00 2.50 1.81 1.56 1.38 1.12 0.88 0.62 0.50 0.75 1.31 1.25 0.69
-6.12 -6.06 -6.00 -6.62 -2.19 2.31 2.44 3.25 3.50 3.69 3.56 2.81 1.94 1.50 1.12 0.69 0.50 0.50 0.81 1.44 1.31 0.75
-6.25 -6.25 -6.12 -6.81 -2.50 2.06 2.44 3.62 4.00 4.06 3.75 2.88 2.00 1.56 1.12 0.69 0.50 0.56 1.12 1.69 1.38 0.94
-6.38 -6.25 -6.06 -6.81 -2.31 2.19 2.56 4.06 4.38 4.31 4.00 3.19 2.12 1.44 1.00 0.62 0.56 0.75 1.00 1.38 1.31 1.06
-6.50 -6.38 -6.06 -6.69 -2.06 2.50 2.81 4.31 4.50 4.25 3.88 2.94 1.81 1.12 0.75 0.56 0.44 0.50 1.12 1.31 0.75 0.56
-6.69 -6.50 -6.12 -6.62 -2.00 2.75 3.31 4.56 4.56 4.19 3.56 2.62 1.56 1.00 0.81 0.62 0.44 0.88 1.69 1.44 0.69 0.12
-6.69 -6.56 -6.31 -6.75 -2.12 2.44 3.06 4.50 4.56 4.19 3.56 2.69 1.69 1.12 1.00 0.94 0.75 1.19 1.94 1.62 0.94 0.44
-6.88 -6.81 -6.56 -6.88 -2.19 2.06 2.81 4.69 4.81 4.44 3.75 2.75 1.75 1.38 1.31 1.19 1.06 1.38 2.00 1.81 1.25 0.75
-6.94 -6.88 -6.69 -7.12 -2.50 1.62 2.56 4.81 4.81 4.38 3.81 2.88 1.94 1.62 1.44 1.12 0.94 1.19 1.81 1.81 1.25 0.94
-7.06 -7.06 -6.94 -7.50 -2.44 2.38 3.00 4.81 4.81 4.44 3.94 3.00 2.06 1.75 1.50 1.00 0.56 1.12 1.88 1.50 0.75 0.50
-7.19 -7.12 -7.06 -7.88 -2.00 4.19 4.25 4.94 4.81 4.38 3.94 3.06 2.00 1.69 1.50 1.00 0.75 1.44 2.06 1.69 0.94 0.50
-7.12 -7.00 -7.50 -7.19 -0.88 4.81 4.88 4.69 4.56 4.25 3.94 3.12 2.06 1.44 1.12 0.81 0.88 1.75 2.19 1.56 0.94 0.62
-7.12 -6.94 -8.00 -2.81 4.12 4.62 4.50 4.44 4.38 3.94 2.88 1.75 1.62 1.56 1.12 0.75 1.00 2.00 2.25 1.44 0.75 0.69
-6.94 -6.69 -7.81 -2.06 5.12 5.00 4.62 4.50 4.38 4.19 3.88 3.06 2.06 1.38 1.00 0.81 1.31 2.31 2.38 1.56 1.00 0.94
-6.81 -6.56 -7.69 -1.88 5.38 5.31 5.00 4.81 4.56 4.00 3.06 2.19 1.75 1.31 0.94 0.81 1.25 2.19 2.25 1.44 0.94 0.88
-6.69 -6.44 -7.75 -1.63 6.06 5.81 5.19 4.81 4.56 4.19 3.75 2.94 1.94 1.31 1.00 0.94 1.38 2.00 1.88 1.00 0.44 0.56
-6.56 -6.25 -7.62 -1.19 6.69 6.06 5.25 4.75 4.44 4.06 3.69 2.94 1.81 1.19 1.12 1.25 1.75 2.25 1.88 1.00 0.56 0.88
-6.50 -6.25 -7.81 -1.00 7.19 6.19 5.12 4.56 4.38 4.12 3.81 3.06 2.00 1.44 1.25 1.38 2.12 2.62 2.00 1.12 0.69 0.81
-2.69 -2.69 -2.62 -3.38 -1.31 2.19 0.56 0.75 0.50 0.38 0.44 0.56 0.50 0.44 0.50 0.44 0.19 -0.19 -0.56 -0.62 -0.44 -0.75
-2.69 -2.69 -2.62 -3.38 -1.19 1.56 0.31 0.62 0.56 0.44 0.56 0.62 0.56 0.56 0.69 0.69 0.50 0.12 -0.44 -0.38 -0.06 -0.44
-2.62 -2.69 -2.56 -3.31 -1.12 1.50 0.50 0.62 0.62 0.62 0.69 0.69 0.62 0.62 0.62 0.62 0.62 0.38 -0.31 -0.31 -0.06 -0.62
-2.56 -2.62 -2.50 -3.19 -1.25 2.00 0.75 0.94 0.94 1.00 0.81 0.75 0.50 0.44 0.38 0.38 0.56 0.62 -0.12 -0.31 -0.12 -0.56
-2.56 -2.56 -2.44 -3.06 -1.31 2.56 0.88 1.38 1.44 1.38 0.81 0.62 0.31 0.12 0.12 0.19 0.44 0.75 0.12 -0.31 -0.12 -0.69
-2.44 -2.38 -2.38 -2.75 -0.94 1.44 1.56 1.75 1.81 1.56 0.81 0.38 0.19 -0.00 -0.06 0.06 0.31 0.62 0.31 -0.12 -0.06 -0.62
-2.38 -2.25 -2.31 -2.06 -2.62 2.06 1.50 2.00 1.69 1.25 0.62 0.12 0.06 -0.06 -0.12 -0.06 0.19 0.50 0.50 -0.31 -0.56 -0.56
-2.38 -2.31 -2.25 -2.00 -3.12 3.38 0.50 1.81 1.31 0.88 0.44 0.06 0.06 -0.06 -0.06 -0.06 0.19 0.62 0.62 -0.81 -1.25 -0.88
-2.38 -2.31 -2.19 -2.25 -1.31 2.88 0.50 1.62 1.44 1.06 0.75 0.31 0.12 0.06 0.06 0.19 0.38 0.81 0.69 -0.88 -1.19 -0.94
-2.31 -2.25 -2.06 -2.12 -1.00 3.62 1.00 1.50 1.25 0.81 0.62 0.25 0.06 0.12 0.19 0.50 0.62 0.88 0.69 -0.81 -0.94 -0.88
-2.12 -2.12 -2.00 -2.12 -1.38 4.31 1.06 1.12 0.50 0.06 -0.00 -0.12 -0.06 0.12 0.31 0.69 0.75 0.81 0.69 -0.50 -0.50 -0.50
-2.00 -2.00 -2.00 -2.12 -1.88 4.06 0.44 0.38 -0.12 -0.31 -0.25 -0.19 -0.00 0.31 0.56 0.88 0.88 1.06 0.88 -0.69 -0.50 -0.25
-1.88 -1.94 -1.94 -2.06 -1.75 3.38 0.06 0.06 -0.12 -0.12 -0.00 0.25 0.38 0.69 0.88 1.00 1.00 1.19 0.19 -1.19 -0.94 -0.88
-1.81 -1.94 -1.94 -2.00 -1.38 2.94 0.31 0.69 0.56 0.56 0.56 0.81 0.56 0.75 0.75 0.69 0.69 0.62 -0.62 -1.06 -1.00 -1.31
-1.88 -1.88 -1.88 -1.88 -1.25 3.12 0.69 1.25 0.94 0.81 0.69 0.81 0.44 0.50 0.38 0.25 0.19 0.06 -0.62 -0.75 -0.75 -1.12
-1.88 -1.81 -1.81 -1.88 -1.19 3.50 0.81 1.00 0.62 0.50 0.50 0.56 0.38 0.38 0.25 0.25 0.19 -0.00 -0.31 -0.19 -0.06 -0.31
-1.88 -1.88 -1.81 -1.88 -1.06 3.31 0.56 0.31 0.25 0.25 0.38 0.38 0.31 0.31 0.25 0.31 0.44 0.25 -0.38 -0.44 -0.25 0.12
-1.88 -1.88 -1.69 -2.12 -0.69 2.44 0.31 -0.12 -0.06 -0.06 -0.00 0.06 0.12 0.12 0.12 0.25 0.44 0.19 -0.69 -0.81 -0.81 -0.44
-1.81 -1.88 -1.56 -2.94 1.25 0.50 0.06 -0.38 -0.31 -0.25 -0.25 -0.12 0.06 0.06 0.12 0.31 0.38 -0.12 -0.69 -0.56 -0.44 -0.62
-1.69 -1.88 -1.56 -3.69 4.12 -1.25 -0.06 -0.31 -0.19 -0.12 -0.12 -0.06 0.19 0.25 0.38 0.44 0.31 -0.31 -0.75 -0.62 -0.31 -0.56
-1.56 -1.81 -1.88 -3.19 5.12 -0.69 0.44 0.19 0.19 0.19 0.25 0.25 0.31 0.44 0.50 0.44 0.12 -0.44 -0.62 -0.38 -0.25 -0.50
-1.38 -1.62 -2.00 -1.88 4.50 0.69 1.00 0.56 0.38 0.31 0.44 0.38 0.31 0.44 0.44 0.38 0.06 -0.50 -0.50 -0.19 -0.06 -0.25
-1.19 -1.38 -1.75 -1.12 4.00 1.00 1.06 0.69 0.50 0.38 0.50 0.38 0.19 0.31 0.31 0.31 -0.00 -0.56 -0.56 -0.31 0.06 0.19
-0.94 -1.12 -1.56 -0.81 3.56 0.88 1.12 0.81 0.69 0.62 0.69 0.56 0.19 0.31 0.19 0.06 -0.19 -0.56 -0.50 -0.31 -0.19 -0.06
-0.75 -0.94 -1.38 -0.44 3.12 1.00 1.25 1.00 0.94 0.88 0.69 0.56 0.31 0.38 0.12 -0.12 -0.31 -0.50 -0.25 -0.12 -0.38 -0.38
-0.62 -0.75 -1.25 0.19 2.69 1.12 1.25 1.06 0.94 0.75 0.38 0.38 0.44 0.38 0.12 -0.06 -0.38 -0.50 -0.06 0.12 -0.06 -0.25
-6.44 -6.19 -6.12 -6.00 -0.94 3.81 3.56 3.12 2.25 1.56 1.25 1.06 1.06 1.12 1.06 0.94 0.75 0.62 0.62 0.69 0.75 0.56
-6.56 -6.38 -6.25 -6.25 -1.19 3.69 3.56 3.12 2.31 1.75 1.38 1.19 1.12 1.12 1.06 0.88 0.69 0.62 0.69 0.75 0.69 0.56
-6.69 -6.50 -6.38 -6.50 -1.38 3.69 3.69 3.50 2.62 1.88 1.50 1.31 1.19 1.06 0.88 0.69 0.62 0.62 0.69 0.69 0.56 0.50
-6.81 -6.62 -6.50 -6.75 -1.62 3.56 3.62 3.56 2.81 2.19 1.81 1.50 1.25 1.06 1.00 1.00 0.88 0.75 0.75 0.62 0.50 0.44
-6.94 -6.81 -6.69 -7.19 -1.69 3.88 3.50 3.38 2.94 2.38 1.81 1.56 1.38 1.25 1.31 1.31 1.12 0.88 0.81 0.75 0.56 0.38
-7.00 -6.94 -6.75 -7.38 -2.19 2.44 2.38 3.25 2.69 2.12 1.69 1.62 1.62 1.56 1.50 1.44 1.25 0.94 0.88 0.75 0.56 0.50
-7.06 -7.06 -6.94 -6.94 -7.69 -2.19 3.19 2.50 2.56 2.50 2.25 1.88 1.75 1.75 1.69 1.56 1.31 0.94 0.75 0.56 0.44 0.56
-7.00 -7.00 -6.94 -7.88 -3.94 2.56 3.19 2.31 2.50 2.69 2.38 1.88 1.81 1.81 1.69 1.50 1.19 0.69 0.38 0.25 0.06 0.06
-7.06 -7.12 -6.94 -7.81 -2.25 4.25 3.50 2.69 2.56 2.62 2.31 1.88 1.75 1.62 1.44 1.38 1.19 0.69 0.50 0.56 0.19 -0.12
-7.12 -7.12 -6.88 -7.56 -2.44 3.75 3.50 2.88 2.69 2.94 3.06 2.50 1.81 1.56 1.38 1.19 1.00 0.81 1.00 1.12 0.56 0.06
-7.12 -7.06 -6.75 -7.44 -2.56 3.19 3.12 3.00 2.88 3.00 3.06 2.44 1.75 1.50 1.25 1.00 0.81 0.88 1.44 1.62 1.00 0.44
-7.19 -7.06 -6.75 -7.50 -2.62 2.88 2.75 3.06 3.12 3.19 3.12 2.56 1.88 1.50 1.25 1.00 0.88 1.12 1.69 1.81 1.31 0.81
-7.31 -7.19 -6.81 -7.62 -3.00 2.31 2.12 2.69 3.25 3.56 3.44 2.69 1.88 1.44 1.19 1.00 0.88 1.12 1.56 1.38 0.88 0.62
-7.31 -7.19 -6.88 -7.75 -3.38 1.62 1.81 2.69 3.25 3.81 3.88 3.06 2.06 1.56 1.25 1.00 0.75 0.94 1.38 1.06 0.56 0.31
-7.44 -7.25 -6.94 -7.88 -3.56 1.38 1.69 2.69 3.44 4.19 4.19 3.31 2.25 1.62 1.19 0.81 0.44 0.56 1.25 1.19 0.62 0.25
-7.50 -7.31 -7.06 -7.94 -3.38 1.69 1.81 2.88 3.75 4.31 4.12 3.19 2.19 1.75 1.38 0.94 0.50 0.75 1.38 1.12 0.69 0.38
-7.69 -7.50 -7.12 -8.00 -3.06 2.56 2.44 3.19 3.94 4.25 3.94 3.00 2.12 1.69 1.31 1.06 1.12 1.50 1.75 1.44 0.94 0.56
-7.75 -7.69 -7.31 -8.19 -2.94 3.00 2.88 3.50 4.00 4.12 3.69 2.81 2.00 1.62 1.25 0.94 0.94 1.25 1.31 0.88 0.56 0.38
-7.75 -7.75 -7.44 -8.31 -3.31 2.31 2.75 3.88 4.19 4.12 3.50 2.62 1.88 1.56 1.38 1.25 1.31 1.50 1.50 1.12 0.62 0.31
-7.69 -7.62 -7.44 -8.12 -4.00 0.38 1.88 4.12 4.31 4.12 3.56 2.69 1.94 1.62 1.44 1.38 1.38 1.44 1.38 1.00 0.56 0.31
-7.69 -7.62 -7.38 -8.25 -3.38 1.62 2.38 4.31 4.31 3.69 2.62 1.81 1.69 1.62 1.50 1.50 1.56 1.62 1.44 0.94 0.50 0.38
-7.75 -7.75 -7.50 -8.75 -2.44 4.31 3.88 4.50 4.31 3.94 3.44 2.56 1.75 1.44 1.31 1.31 1.56 1.88 1.75 1.19 0.75 0.62
-7.75 -7.62 -7.81 -8.44 -1.81 4.50 4.00 4.06 3.94 3.62 2.81 2.00 1.62 1.38 1.25 1.38 1.62 1.88 1.69 1.12 0.81 0.69
-7.62 -7.31 -8.44 -3.19 4.12 4.31 3.81 3.75 3.81 3.75 3.38 2.69 1.88 1.31 1.06 1.06 1.25 1.38 1.12 0.81 0.62 0.50
-7.38 -7.06 -8.50 -1.75 6.00 4.69 4.00 3.94 4.00 3.81 3.38 2.56 1.69 1.31 1.31 1.44 1.62 1.62 1.19 0.81 0.62 0.56
-7.44 -7.06 -8.38 -1.69 6.25 5.25 4.38 4.19 4.19 3.94 3.44 2.56 1.75 1.50 1.56 1.69 1.88 1.88 1.38 0.88 0.62 0.56
-2.81 -3.00 -3.00 -3.50 -1.56 4.75 2.00 2.00 1.38 1.12 1.00 0.88 0.69 0.56 0.50 0.31 -0.00 -0.38 -0.44 -0.44 -0.38 -0.75
-2.56 -2.75 -2.75 -3.31 -1.19 4.62 2.00 2.19 1.44 1.12 0.94 0.81 0.62 0.56 0.56 0.50 0.31 -0.25 -0.50 -0.56 -0.44 -0.75
-2.31 -2.50 -2.50 -3.12 -1.31 4.19 1.62 2.00 1.56 1.12 0.94 0.81 0.81 0.81 0.81 0.75 0.62 -0.00 -0.62 -0.75 -0.69 -0.94
-2.19 -2.31 -2.25 -3.00 -1.25 3.75 1.50 1.94 1.81 1.38 1.12 1.06 1.06 1.06 1.00 0.88 0.75 0.25 -0.69 -0.88 -0.88 -0.94
-2.06 -2.12 -2.00 -2.94 -0.75 3.75 1.88 2.31 2.25 1.94 1.31 1.31 1.06 1.00 0.81 0.75 0.75 0.44 -0.56 -0.94 -0.81 -1.00
-2.00 -2.00 -1.88 -2.50 -0.56 1.69 2.75 2.69 2.62 2.38 1.44 1.19 0.88 0.81 0.56 0.62 0.75 0.56 -0.31 -0.75 -0.56 -0.94
-2.00 -2.00 -2.00 -1.88 -2.25 1.75 3.38 2.75 2.69 2.31 1.50 0.81 0.69 0.62 0.50 0.69 0.88 0.81 0.12 -0.69 -0.69 -0.81
-2.06 -2.06 -2.12 -1.75 -3.69 5.62 3.00 2.81 2.38 1.88 1.31 0.56 0.56 0.50 0.50 0.75 1.06 1.12 0.38 -1.00 -1.19 -1.00
-2.06 -2.00 -2.06 -2.06 -2.81 7.12 2.25 2.81 2.00 1.56 1.12 0.62 0.50 0.56 0.56 0.75 1.06 1.19 0.12 -1.12 -1.31 -1.25
-1.88 -1.81 -1.88 -2.19 -1.81 6.44 1.81 2.75 2.00 1.62 1.25 0.94 0.50 0.69 0.81 0.94 1.06 1.00 -0.19 -1.00 -1.12 -1.25
